country,year,sex,suicides_no,population,suicides/100k pop, gdp_for_year ($) ,gdp_per_capita ($),generation,age_lb,age_ub
,,,,,,,,,,
Republic of Korea,2012,male,475,3573502,13.29,"1,222,807,284,485",25464,Millenials,15,24
,,,,,,,,,,
Republic of Korea,2012,female,299,3188031,9.38,"1,222,807,284,485",25464,Millenials,15,24
,,,,,,,,,,
Republic of Korea,2012,male,28,2802575,1,"1,222,807,284,485",25464,Generation Z,5,14
,,,,,,,,,,
Republic of Korea,2012,female,20,2582212,0.77,"1,222,807,284,485",25464,Generation Z,5,14
,,,,,,,,,,
Republic of Korea,2013,male,1191,806960,147.59,"1,305,604,981,272",27060,Silent,75,120
,,,,,,,,,,
Republic of Korea,2013,male,3136,4595358,68.24,"1,305,604,981,272",27060,Boomers,55,74
,,,,,,,,,,
Republic of Korea,2013,female,816,1531049,53.3,"1,305,604,981,272",27060,Silent,75,120
,,,,,,,,,,
Republic of Korea,2013,male,4112,8662051,47.47,"1,305,604,981,272",27060,Generation X,35,54
,,,,,,,,,,
Republic of Korea,2013,male,1126,3731895,30.17,"1,305,604,981,272",27060,Millenials,25,34
,,,,,,,,,,
Republic of Korea,2013,female,1004,4970200,20.2,"1,305,604,981,272",27060,Boomers,55,74
,,,,,,,,,,
Republic of Korea,2013,female,698,3536920,19.73,"1,305,604,981,272",27060,Millenials,25,34
,,,,,,,,,,
Republic of Korea,2013,female,1550,8407766,18.44,"1,305,604,981,272",27060,Generation X,35,54
,,,,,,,,,,
Republic of Korea,2013,male,473,3589652,13.18,"1,305,604,981,272",27060,Millenials,15,24
,,,,,,,,,,
Republic of Korea,2013,female,283,3205797,8.83,"1,305,604,981,272",27060,Millenials,15,24
,,,,,,,,,,
Republic of Korea,2013,male,21,2708467,0.78,"1,305,604,981,272",27060,Generation Z,5,14
,,,,,,,,,,
Republic of Korea,2013,female,16,2502109,0.64,"1,305,604,981,272",27060,Generation Z,5,14
,,,,,,,,,,
Republic of Korea,2014,male,1090,875829,124.45,"1,411,333,926,201",29120,Silent,75,120
,,,,,,,,,,
Republic of Korea,2014,male,2952,4819912,61.25,"1,411,333,926,201",29120,Boomers,55,74
,,,,,,,,,,
Republic of Korea,2014,male,4085,8631486,47.33,"1,411,333,926,201",29120,Generation X,35,54
,,,,,,,,,,
Republic of Korea,2014,female,721,1627234,44.31,"1,411,333,926,201",29120,Silent,75,120
,,,,,,,,,,
Republic of Korea,2014,male,1133,3662939,30.93,"1,411,333,926,201",29120,Millenials,25,34
,,,,,,,,,,
Republic of Korea,2014,female,643,3460437,18.58,"1,411,333,926,201",29120,Millenials,25,34
,,,,,,,,,,
Republic of Korea,2014,female,961,5173521,18.58,"1,411,333,926,201",29120,Boomers,55,74
,,,,,,,,,,
Republic of Korea,2014,female,1506,8376722,17.98,"1,411,333,926,201",29120,Generation X,35,54
,,,,,,,,,,
Republic of Korea,2014,male,453,3588494,12.62,"1,411,333,926,201",29120,Millenials,15,24
,,,,,,,,,,
Republic of Korea,2014,female,257,3209671,8.01,"1,411,333,926,201",29120,Millenials,15,24
,,,,,,,,,,
Republic of Korea,2014,male,22,2615352,0.84,"1,411,333,926,201",29120,Generation Z,5,14
,,,,,,,,,,
Republic of Korea,2014,female,11,2424320,0.45,"1,411,333,926,201",29120,Generation Z,5,14
,,,,,,,,,,
Republic of Korea,2015,male,1329,944284,140.74,"1,382,764,027,114",28410,Silent,75,120
,,,,,,,,,,
Republic of Korea,2015,male,3123,5071921,61.57,"1,382,764,027,114",28410,Boomers,55,74
,,,,,,,,,,
Republic of Korea,2015,female,750,1721418,43.57,"1,382,764,027,114",28410,Silent,75,120
,,,,,,,,,,
Republic of Korea,2015,male,3678,8593620,42.8,"1,382,764,027,114",28410,Generation X,35,54
,,,,,,,,,,
Republic of Korea,2015,male,988,3573299,27.65,"1,382,764,027,114",28410,Millenials,25,34
,,,,,,,,,,
Republic of Korea,2015,female,990,5412589,18.29,"1,382,764,027,114",28410,Boomers,55,74
,,,,,,,,,,
Republic of Korea,2015,female,572,3353452,17.06,"1,382,764,027,114",28410,Millenials,25,34
,,,,,,,,,,
Republic of Korea,2015,female,1372,8337331,16.46,"1,382,764,027,114",28410,Generation X,35,54
,,,,,,,,,,
Republic of Korea,2015,male,421,3580725,11.76,"1,382,764,027,114",28410,Millenials,15,24
,,,,,,,,,,
Republic of Korea,2015,female,256,3211732,7.97,"1,382,764,027,114",28410,Millenials,15,24
,,,,,,,,,,
Republic of Korea,2015,male,17,2523952,0.67,"1,382,764,027,114",28410,Generation Z,5,14
,,,,,,,,,,
Republic of Korea,2015,female,14,2347429,0.6,"1,382,764,027,114",28410,Generation Z,5,14
,,,,,,,,,,
Azerbaijan,1990,male,41,587300,6.98,"8,858,006,036",1439,Silent,35,54
,,,,,,,,,,
Azerbaijan,1990,male,11,306200,3.59,"8,858,006,036",1439,G.I. Generation,55,74
,,,,,,,,,,
Azerbaijan,1990,male,19,613200,3.1,"8,858,006,036",1439,Boomers,25,34
,,,,,,,,,,
Azerbaijan,1990,male,16,682700,2.34,"8,858,006,036",1439,Generation X,15,24
,,,,,,,,,,
Azerbaijan,1990,male,1,42900,2.33,"8,858,006,036",1439,G.I. Generation,75,120
,,,,,,,,,,
Azerbaijan,1990,female,2,99200,2.02,"8,858,006,036",1439,G.I. Generation,75,120
,,,,,,,,,,
Azerbaijan,1990,female,6,389200,1.54,"8,858,006,036",1439,G.I. Generation,55,74
,,,,,,,,,,
Azerbaijan,1990,female,7,677800,1.03,"8,858,006,036",1439,Boomers,25,34
,,,,,,,,,,
Azerbaijan,1990,female,6,637700,0.94,"8,858,006,036",1439,Silent,35,54
,,,,,,,,,,
Azerbaijan,1990,female,4,656800,0.61,"8,858,006,036",1439,Generation X,15,24
,,,,,,,,,,
Azerbaijan,1990,male,1,750400,0.13,"8,858,006,036",1439,Generation X,5,14
,,,,,,,,,,
Azerbaijan,1990,female,0,713400,0,"8,858,006,036",1439,Generation X,5,14
,,,,,,,,,,
Azerbaijan,1991,male,3,42200,7.11,"8,792,365,811",1398,G.I. Generation,75,120
,,,,,,,,,,
Azerbaijan,1991,male,22,323700,6.8,"8,792,365,811",1398,Silent,55,74
,,,,,,,,,,
Azerbaijan,1991,male,29,627800,4.62,"8,792,365,811",1398,Boomers,25,34
,,,,,,,,,,
Azerbaijan,1991,male,26,597700,4.35,"8,792,365,811",1398,Boomers,35,54
,,,,,,,,,,
Azerbaijan,1991,male,22,687100,3.2,"8,792,365,811",1398,Generation X,15,24
,,,,,,,,,,
Azerbaijan,1991,female,11,650100,1.69,"8,792,365,811",1398,Boomers,35,54
,,,,,,,,,,
Azerbaijan,1991,female,5,406400,1.23,"8,792,365,811",1398,Silent,55,74
,,,,,,,,,,
Azerbaijan,1991,female,8,653100,1.22,"8,792,365,811",1398,Generation X,15,24
,,,,,,,,,,
Azerbaijan,1991,female,1,99300,1.01,"8,792,365,811",1398,G.I. Generation,75,120
,,,,,,,,,,
Azerbaijan,1991,female,6,697500,0.86,"8,792,365,811",1398,Boomers,25,34
,,,,,,,,,,
Azerbaijan,1991,female,1,734600,0.14,"8,792,365,811",1398,Millenials,5,14
,,,,,,,,,,
Azerbaijan,1991,male,0,771100,0,"8,792,365,811",1398,Millenials,5,14
,,,,,,,,,,
Azerbaijan,1992,male,39,610500,6.39,"4,991,350,458",784,Boomers,35,54
,,,,,,,,,,
Azerbaijan,1992,male,18,340500,5.29,"4,991,350,458",784,Silent,55,74
,,,,,,,,,,
Azerbaijan,1992,female,5,97200,5.14,"4,991,350,458",784,G.I. Generation,75,120
,,,,,,,,,,
Azerbaijan,1992,male,2,40300,4.96,"4,991,350,458",784,G.I. Generation,75,120
,,,,,,,,,,
Azerbaijan,1992,male,24,634300,3.78,"4,991,350,458",784,Boomers,25,34
,,,,,,,,,,
Azerbaijan,1992,male,23,683300,3.37,"4,991,350,458",784,Generation X,15,24
,,,,,,,,,,
Azerbaijan,1992,female,11,424500,2.59,"4,991,350,458",784,Silent,55,74
,,,,,,,,,,
Azerbaijan,1992,female,10,702900,1.42,"4,991,350,458",784,Boomers,25,34
,,,,,,,,,,
Azerbaijan,1992,female,8,643000,1.24,"4,991,350,458",784,Generation X,15,24
,,,,,,,,,,
Azerbaijan,1992,female,4,662800,0.6,"4,991,350,458",784,Boomers,35,54
,,,,,,,,,,
Azerbaijan,1992,female,0,746700,0,"4,991,350,458",784,Millenials,5,14
,,,,,,,,,,
Azerbaijan,1992,male,0,784400,0,"4,991,350,458",784,Millenials,5,14
,,,,,,,,,,
Azerbaijan,1993,male,3,38900,7.71,"3,973,027,397",617,G.I. Generation,75,120
,,,,,,,,,,
Azerbaijan,1993,male,17,356800,4.76,"3,973,027,397",617,Silent,55,74
,,,,,,,,,,
Azerbaijan,1993,female,4,96100,4.16,"3,973,027,397",617,G.I. Generation,75,120
,,,,,,,,,,
Azerbaijan,1993,male,22,677400,3.25,"3,973,027,397",617,Generation X,15,24
,,,,,,,,,,
Azerbaijan,1993,male,20,628400,3.18,"3,973,027,397",617,Boomers,35,54
,,,,,,,,,,
Azerbaijan,1993,male,20,636000,3.14,"3,973,027,397",617,Boomers,25,34
,,,,,,,,,,
Azerbaijan,1993,female,10,681600,1.47,"3,973,027,397",617,Boomers,35,54
,,,,,,,,,,
Azerbaijan,1993,female,6,443000,1.35,"3,973,027,397",617,Silent,55,74
,,,,,,,,,,
Azerbaijan,1993,female,9,697000,1.29,"3,973,027,397",617,Boomers,25,34
,,,,,,,,,,
Azerbaijan,1993,female,6,630200,0.95,"3,973,027,397",617,Generation X,15,24
,,,,,,,,,,
Azerbaijan,1993,female,1,759300,0.13,"3,973,027,397",617,Millenials,5,14
,,,,,,,,,,
Azerbaijan,1993,male,1,797900,0.13,"3,973,027,397",617,Millenials,5,14
,,,,,,,,,,
Azerbaijan,1994,male,10,369000,2.71,"3,313,739,674",508,Silent,55,74
,,,,,,,,,,
Azerbaijan,1994,male,1,37400,2.67,"3,313,739,674",508,G.I. Generation,75,120
,,,,,,,,,,
Azerbaijan,1994,male,11,651400,1.69,"3,313,739,674",508,Boomers,35,54
,,,,,,,,,,
Azerbaijan,1994,female,5,456200,1.1,"3,313,739,674",508,Silent,55,74
,,,,,,,,,,
Azerbaijan,1994,female,1,95800,1.04,"3,313,739,674",508,G.I. Generation,75,120
,,,,,,,,,,
Azerbaijan,1994,female,6,705400,0.85,"3,313,739,674",508,Boomers,35,54
,,,,,,,,,,
Azerbaijan,1994,female,4,686900,0.58,"3,313,739,674",508,Boomers,25,34
,,,,,,,,,,
Azerbaijan,1994,female,3,622200,0.48,"3,313,739,674",508,Generation X,15,24
,,,,,,,,,,
Azerbaijan,1994,male,3,638600,0.47,"3,313,739,674",508,Boomers,25,34
,,,,,,,,,,
Azerbaijan,1994,male,3,669100,0.45,"3,313,739,674",508,Generation X,15,24
,,,,,,,,,,
Azerbaijan,1994,female,0,774700,0,"3,313,739,674",508,Millenials,5,14
,,,,,,,,,,
Azerbaijan,1994,male,0,814500,0,"3,313,739,674",508,Millenials,5,14
,,,,,,,,,,
Azerbaijan,1995,male,2,36600,5.46,"3,052,467,522",462,G.I. Generation,75,120
,,,,,,,,,,
Azerbaijan,1995,male,18,677600,2.66,"3,052,467,522",462,Boomers,35,54
,,,,,,,,,,
Azerbaijan,1995,male,8,377400,2.12,"3,052,467,522",462,Silent,55,74
,,,,,,,,,,
Azerbaijan,1995,male,9,663600,1.36,"3,052,467,522",462,Generation X,15,24
,,,,,,,,,,
Azerbaijan,1995,female,1,95000,1.05,"3,052,467,522",462,G.I. Generation,75,120
,,,,,,,,,,
Azerbaijan,1995,male,5,642900,0.78,"3,052,467,522",462,Generation X,25,34
,,,,,,,,,,
Azerbaijan,1995,female,3,675100,0.44,"3,052,467,522",462,Generation X,25,34
,,,,,,,,,,
Azerbaijan,1995,female,3,733900,0.41,"3,052,467,522",462,Boomers,35,54
,,,,,,,,,,
Azerbaijan,1995,female,0,622300,0,"3,052,467,522",462,Generation X,15,24
,,,,,,,,,,
Azerbaijan,1995,female,0,788700,0,"3,052,467,522",462,Millenials,5,14
,,,,,,,,,,
Azerbaijan,1995,female,0,463500,0,"3,052,467,522",462,Silent,55,74
,,,,,,,,,,
Azerbaijan,1995,male,0,829300,0,"3,052,467,522",462,Millenials,5,14
,,,,,,,,,,
Azerbaijan,1996,male,19,383100,4.96,"3,176,749,593",476,Silent,55,74
,,,,,,,,,,
Azerbaijan,1996,female,3,94800,3.16,"3,176,749,593",476,G.I. Generation,75,120
,,,,,,,,,,
Azerbaijan,1996,male,1,36700,2.72,"3,176,749,593",476,G.I. Generation,75,120
,,,,,,,,,,
Azerbaijan,1996,male,14,693800,2.02,"3,176,749,593",476,Boomers,35,54
,,,,,,,,,,
Azerbaijan,1996,male,13,647200,2.01,"3,176,749,593",476,Generation X,25,34
,,,,,,,,,,
Azerbaijan,1996,male,9,664700,1.35,"3,176,749,593",476,Generation X,15,24
,,,,,,,,,,
Azerbaijan,1996,female,3,624900,0.48,"3,176,749,593",476,Generation X,15,24
,,,,,,,,,,
Azerbaijan,1996,female,2,467600,0.43,"3,176,749,593",476,Silent,55,74
,,,,,,,,,,
Azerbaijan,1996,female,3,751300,0.4,"3,176,749,593",476,Boomers,35,54
,,,,,,,,,,
Azerbaijan,1996,female,2,669400,0.3,"3,176,749,593",476,Generation X,25,34
,,,,,,,,,,
Azerbaijan,1996,female,0,796200,0,"3,176,749,593",476,Millenials,5,14
,,,,,,,,,,
Azerbaijan,1996,male,0,838400,0,"3,176,749,593",476,Millenials,5,14
,,,,,,,,,,
Azerbaijan,1997,male,24,386200,6.21,"3,962,710,163",590,Silent,55,74
,,,,,,,,,,
Azerbaijan,1997,male,34,698800,4.87,"3,962,710,163",590,Boomers,35,54
,,,,,,,,,,
Azerbaijan,1997,male,21,651900,3.22,"3,962,710,163",590,Generation X,25,34
,,,,,,,,,,
Azerbaijan,1997,female,8,755500,1.06,"3,962,710,163",590,Boomers,35,54
,,,,,,,,,,
Azerbaijan,1997,male,7,669400,1.05,"3,962,710,163",590,Generation X,15,24
,,,,,,,,,,
Azerbaijan,1997,female,6,628600,0.95,"3,962,710,163",590,Generation X,15,24
,,,,,,,,,,
Azerbaijan,1997,female,3,470100,0.64,"3,962,710,163",590,Silent,55,74
,,,,,,,,,,
Azerbaijan,1997,female,4,673000,0.59,"3,962,710,163",590,Generation X,25,34
,,,,,,,,,,
Azerbaijan,1997,female,0,800800,0,"3,962,710,163",590,Millenials,5,14
,,,,,,,,,,
Azerbaijan,1997,female,0,95400,0,"3,962,710,163",590,G.I. Generation,75,120
,,,,,,,,,,
Azerbaijan,1997,male,0,844400,0,"3,962,710,163",590,Millenials,5,14
,,,,,,,,,,
Azerbaijan,1997,male,0,37100,0,"3,962,710,163",590,G.I. Generation,75,120
,,,,,,,,,,
Azerbaijan,1998,male,18,732200,2.46,"4,446,396,218",631,Boomers,35,54
,,,,,,,,,,
Azerbaijan,1998,female,2,96900,2.06,"4,446,396,218",631,G.I. Generation,75,120
,,,,,,,,,,
Azerbaijan,1998,male,8,403500,1.98,"4,446,396,218",631,Silent,55,74
,,,,,,,,,,
Azerbaijan,1998,male,12,683600,1.76,"4,446,396,218",631,Generation X,25,34
,,,,,,,,,,
Azerbaijan,1998,female,4,491600,0.81,"4,446,396,218",631,Silent,55,74
,,,,,,,,,,
Azerbaijan,1998,female,6,793900,0.76,"4,446,396,218",631,Boomers,35,54
,,,,,,,,,,
Azerbaijan,1998,female,3,662900,0.45,"4,446,396,218",631,Generation X,15,24
,,,,,,,,,,
Azerbaijan,1998,male,2,702100,0.28,"4,446,396,218",631,Generation X,15,24
,,,,,,,,,,
Azerbaijan,1998,male,1,886300,0.11,"4,446,396,218",631,Millenials,5,14
,,,,,,,,,,
Azerbaijan,1998,female,0,710000,0,"4,446,396,218",631,Generation X,25,34
,,,,,,,,,,
Azerbaijan,1998,female,0,844700,0,"4,446,396,218",631,Millenials,5,14
,,,,,,,,,,
Azerbaijan,1998,male,0,36700,0,"4,446,396,218",631,G.I. Generation,75,120
,,,,,,,,,,
Azerbaijan,1999,male,19,737000,2.58,"4,581,222,442",645,Boomers,35,54
,,,,,,,,,,
Azerbaijan,1999,male,9,406100,2.22,"4,581,222,442",645,Silent,55,74
,,,,,,,,,,
Azerbaijan,1999,male,10,688200,1.45,"4,581,222,442",645,Generation X,25,34
,,,,,,,,,,
Azerbaijan,1999,male,6,706900,0.85,"4,581,222,442",645,Generation X,15,24
,,,,,,,,,,
Azerbaijan,1999,female,4,802500,0.5,"4,581,222,442",645,Boomers,35,54
,,,,,,,,,,
Azerbaijan,1999,female,2,497100,0.4,"4,581,222,442",645,Silent,55,74
,,,,,,,,,,
Azerbaijan,1999,female,2,670100,0.3,"4,581,222,442",645,Generation X,15,24
,,,,,,,,,,
Azerbaijan,1999,female,2,717700,0.28,"4,581,222,442",645,Generation X,25,34
,,,,,,,,,,
Azerbaijan,1999,female,0,853800,0,"4,581,222,442",645,Millenials,5,14
,,,,,,,,,,
Azerbaijan,1999,female,0,97900,0,"4,581,222,442",645,G.I. Generation,75,120
,,,,,,,,,,
Azerbaijan,1999,male,0,892200,0,"4,581,222,442",645,Millenials,5,14
,,,,,,,,,,
Azerbaijan,1999,male,0,36900,0,"4,581,222,442",645,G.I. Generation,75,120
,,,,,,,,,,
Azerbaijan,2000,male,1,37950,2.64,"5,272,617,196",711,G.I. Generation,75,120
,,,,,,,,,,
Azerbaijan,2000,male,9,361300,2.49,"5,272,617,196",711,Silent,55,74
,,,,,,,,,,
Azerbaijan,2000,female,2,83300,2.4,"5,272,617,196",711,G.I. Generation,75,120
,,,,,,,,,,
Azerbaijan,2000,male,11,607350,1.81,"5,272,617,196",711,Generation X,25,34
,,,,,,,,,,
Azerbaijan,2000,male,14,931050,1.5,"5,272,617,196",711,Boomers,35,54
,,,,,,,,,,
Azerbaijan,2000,male,11,736900,1.49,"5,272,617,196",711,Generation X,15,24
,,,,,,,,,,
Azerbaijan,2000,female,3,434150,0.69,"5,272,617,196",711,Silent,55,74
,,,,,,,,,,
Azerbaijan,2000,female,4,738550,0.54,"5,272,617,196",711,Generation X,15,24
,,,,,,,,,,
Azerbaijan,2000,female,3,677500,0.44,"5,272,617,196",711,Generation X,25,34
,,,,,,,,,,
Azerbaijan,2000,female,3,1000200,0.3,"5,272,617,196",711,Boomers,35,54
,,,,,,,,,,
Azerbaijan,2000,female,1,878950,0.11,"5,272,617,196",711,Millenials,5,14
,,,,,,,,,,
Azerbaijan,2000,male,0,928050,0,"5,272,617,196",711,Millenials,5,14
,,,,,,,,,,
Azerbaijan,2001,male,34,357250,9.52,"5,707,720,391",759,Silent,55,74
,,,,,,,,,,
Azerbaijan,2001,male,79,975300,8.1,"5,707,720,391",759,Boomers,35,54
,,,,,,,,,,
Azerbaijan,2001,male,56,766400,7.31,"5,707,720,391",759,Millenials,15,24
,,,,,,,,,,
Azerbaijan,2001,male,3,41650,7.2,"5,707,720,391",759,Silent,75,120
,,,,,,,,,,
Azerbaijan,2001,female,6,85900,6.98,"5,707,720,391",759,Silent,75,120
,,,,,,,,,,
Azerbaijan,2001,male,40,603150,6.63,"5,707,720,391",759,Generation X,25,34
,,,,,,,,,,
Azerbaijan,2001,female,21,431400,4.87,"5,707,720,391",759,Silent,55,74
,,,,,,,,,,
Azerbaijan,2001,female,23,669850,3.43,"5,707,720,391",759,Generation X,25,34
,,,,,,,,,,
Azerbaijan,2001,male,24,913150,2.63,"5,707,720,391",759,Millenials,5,14
,,,,,,,,,,
Azerbaijan,2001,female,16,1052500,1.52,"5,707,720,391",759,Boomers,35,54
,,,,,,,,,,
Azerbaijan,2001,female,8,759350,1.05,"5,707,720,391",759,Millenials,15,24
,,,,,,,,,,
Azerbaijan,2001,female,7,862100,0.81,"5,707,720,391",759,Millenials,5,14
,,,,,,,,,,
Azerbaijan,2002,male,19,357550,5.31,"6,235,795,104",820,Silent,55,74
,,,,,,,,,,
Azerbaijan,2002,male,2,45600,4.39,"6,235,795,104",820,Silent,75,120
,,,,,,,,,,
Azerbaijan,2002,male,32,1011850,3.16,"6,235,795,104",820,Boomers,35,54
,,,,,,,,,,
Azerbaijan,2002,female,6,433050,1.39,"6,235,795,104",820,Silent,55,74
,,,,,,,,,,
Azerbaijan,2002,male,7,603300,1.16,"6,235,795,104",820,Generation X,25,34
,,,,,,,,,,
Azerbaijan,2002,male,9,795800,1.13,"6,235,795,104",820,Millenials,15,24
,,,,,,,,,,
Azerbaijan,2002,female,1,89000,1.12,"6,235,795,104",820,Silent,75,120
,,,,,,,,,,
Azerbaijan,2002,female,8,1096350,0.73,"6,235,795,104",820,Boomers,35,54
,,,,,,,,,,
Azerbaijan,2002,female,3,666300,0.45,"6,235,795,104",820,Generation X,25,34
,,,,,,,,,,
Azerbaijan,2002,male,4,889500,0.45,"6,235,795,104",820,Millenials,5,14
,,,,,,,,,,
Azerbaijan,2002,female,1,781100,0.13,"6,235,795,104",820,Millenials,15,24
,,,,,,,,,,
Azerbaijan,2002,female,0,836300,0,"6,235,795,104",820,Millenials,5,14
,,,,,,,,,,
Azerbaijan,2003,male,3,50900,5.89,"7,276,013,032",948,Silent,75,120
,,,,,,,,,,
Azerbaijan,2003,female,4,94450,4.24,"7,276,013,032",948,Silent,75,120
,,,,,,,,,,
Azerbaijan,2003,male,14,359800,3.89,"7,276,013,032",948,Silent,55,74
,,,,,,,,,,
Azerbaijan,2003,male,40,1045100,3.83,"7,276,013,032",948,Boomers,35,54
,,,,,,,,,,
Azerbaijan,2003,male,17,823850,2.06,"7,276,013,032",948,Millenials,15,24
,,,,,,,,,,
Azerbaijan,2003,male,12,604700,1.98,"7,276,013,032",948,Generation X,25,34
,,,,,,,,,,
Azerbaijan,2003,female,7,435950,1.61,"7,276,013,032",948,Silent,55,74
,,,,,,,,,,
Azerbaijan,2003,female,9,802400,1.12,"7,276,013,032",948,Millenials,15,24
,,,,,,,,,,
Azerbaijan,2003,female,12,1137200,1.06,"7,276,013,032",948,Boomers,35,54
,,,,,,,,,,
Azerbaijan,2003,male,7,856250,0.82,"7,276,013,032",948,Millenials,5,14
,,,,,,,,,,
Azerbaijan,2003,female,3,663050,0.45,"7,276,013,032",948,Generation X,25,34
,,,,,,,,,,
Azerbaijan,2003,female,1,800750,0.12,"7,276,013,032",948,Millenials,5,14
,,,,,,,,,,
Azerbaijan,2004,female,5,99600,5.02,"8,680,472,169",1122,Silent,75,120
,,,,,,,,,,
Azerbaijan,2004,male,40,1076600,3.72,"8,680,472,169",1122,Boomers,35,54
,,,,,,,,,,
Azerbaijan,2004,male,15,608900,2.46,"8,680,472,169",1122,Generation X,25,34
,,,,,,,,,,
Azerbaijan,2004,male,7,362100,1.93,"8,680,472,169",1122,Silent,55,74
,,,,,,,,,,
Azerbaijan,2004,male,10,851350,1.17,"8,680,472,169",1122,Millenials,15,24
,,,,,,,,,,
Azerbaijan,2004,female,5,439850,1.14,"8,680,472,169",1122,Silent,55,74
,,,,,,,,,,
Azerbaijan,2004,female,11,1176300,0.94,"8,680,472,169",1122,Boomers,35,54
,,,,,,,,,,
Azerbaijan,2004,male,6,819600,0.73,"8,680,472,169",1122,Millenials,5,14
,,,,,,,,,,
Azerbaijan,2004,female,4,662000,0.6,"8,680,472,169",1122,Generation X,25,34
,,,,,,,,,,
Azerbaijan,2004,female,4,823000,0.49,"8,680,472,169",1122,Millenials,15,24
,,,,,,,,,,
Azerbaijan,2004,female,1,762050,0.13,"8,680,472,169",1122,Millenials,5,14
,,,,,,,,,,
Azerbaijan,2004,male,0,56900,0,"8,680,472,169",1122,Silent,75,120
,,,,,,,,,,
Azerbaijan,2007,male,3,75400,3.98,"33,050,343,783",4172,Silent,75,120
,,,,,,,,,,
Azerbaijan,2007,male,8,381400,2.1,"33,050,343,783",4172,Silent,55,74
,,,,,,,,,,
Azerbaijan,2007,male,15,1146950,1.31,"33,050,343,783",4172,Boomers,35,54
,,,,,,,,,,
Azerbaijan,2007,male,8,647850,1.23,"33,050,343,783",4172,Generation X,25,34
,,,,,,,,,,
Azerbaijan,2007,female,1,118150,0.85,"33,050,343,783",4172,Silent,75,120
,,,,,,,,,,
Azerbaijan,2007,female,5,872100,0.57,"33,050,343,783",4172,Millenials,15,24
,,,,,,,,,,
Azerbaijan,2007,male,4,711200,0.56,"33,050,343,783",4172,Generation Z,5,14
,,,,,,,,,,
Azerbaijan,2007,female,5,1267550,0.39,"33,050,343,783",4172,Boomers,35,54
,,,,,,,,,,
Azerbaijan,2007,male,3,913150,0.33,"33,050,343,783",4172,Millenials,15,24
,,,,,,,,,,
Azerbaijan,2007,female,2,680650,0.29,"33,050,343,783",4172,Generation X,25,34
,,,,,,,,,,
Azerbaijan,2007,female,1,462700,0.22,"33,050,343,783",4172,Silent,55,74
,,,,,,,,,,
Azerbaijan,2007,female,0,644000,0,"33,050,343,783",4172,Generation Z,5,14
,,,,,,,,,,
United Arab Emirates,2005,male,42,1083147,3.88,"180,617,018,380",42196,Boomers,35,54
,,,,,,,,,,
United Arab Emirates,2005,male,3,104270,2.88,"180,617,018,380",42196,Silent,55,74
,,,,,,,,,,
United Arab Emirates,2005,female,7,281194,2.49,"180,617,018,380",42196,Millenials,15,24
,,,,,,,,,,
United Arab Emirates,2005,male,28,1132761,2.47,"180,617,018,380",42196,Generation X,25,34
,,,,,,,,,,
United Arab Emirates,2005,female,6,343997,1.74,"180,617,018,380",42196,Generation X,25,34
,,,,,,,,,,
United Arab Emirates,2005,male,7,454397,1.54,"180,617,018,380",42196,Millenials,15,24
,,,,,,,,,,
United Arab Emirates,2005,female,3,286724,1.05,"180,617,018,380",42196,Boomers,35,54
,,,,,,,,,,
United Arab Emirates,2005,female,0,261386,0,"180,617,018,380",42196,Millenials,5,14
,,,,,,,,,,
United Arab Emirates,2005,female,0,37641,0,"180,617,018,380",42196,Silent,55,74
,,,,,,,,,,
United Arab Emirates,2005,female,0,5259,0,"180,617,018,380",42196,Silent,75,120
,,,,,,,,,,
United Arab Emirates,2005,male,0,282770,0,"180,617,018,380",42196,Millenials,5,14
,,,,,,,,,,
United Arab Emirates,2005,male,0,6887,0,"180,617,018,380",42196,Silent,75,120
,,,,,,,,,,
United Arab Emirates,2006,female,2,40353,4.96,"222,116,541,865",45110,Silent,55,74
,,,,,,,,,,
United Arab Emirates,2006,male,37,1335454,2.77,"222,116,541,865",45110,Generation X,25,34
,,,,,,,,,,
United Arab Emirates,2006,male,30,1244561,2.41,"222,116,541,865",45110,Boomers,35,54
,,,,,,,,,,
United Arab Emirates,2006,female,6,320618,1.87,"222,116,541,865",45110,Boomers,35,54
,,,,,,,,,,
United Arab Emirates,2006,male,2,114304,1.75,"222,116,541,865",45110,Silent,55,74
,,,,,,,,,,
United Arab Emirates,2006,female,5,383191,1.3,"222,116,541,865",45110,Generation X,25,34
,,,,,,,,,,
United Arab Emirates,2006,male,7,595516,1.18,"222,116,541,865",45110,Millenials,15,24
,,,,,,,,,,
United Arab Emirates,2006,female,1,317537,0.31,"222,116,541,865",45110,Millenials,15,24
,,,,,,,,,,
United Arab Emirates,2006,female,0,271444,0,"222,116,541,865",45110,Millenials,5,14
,,,,,,,,,,
United Arab Emirates,2006,female,0,5553,0,"222,116,541,865",45110,Silent,75,120
,,,,,,,,,,
United Arab Emirates,2006,male,0,287845,0,"222,116,541,865",45110,Millenials,5,14
,,,,,,,,,,
United Arab Emirates,2006,male,0,7503,0,"222,116,541,865",45110,Silent,75,120
,,,,,,,,,,
United Arab Emirates,2007,female,2,43719,4.57,"257,916,133,424",45285,Silent,55,74
,,,,,,,,,,
United Arab Emirates,2007,male,18,710296,2.53,"257,916,133,424",45285,Millenials,15,24
,,,,,,,,,,
